Model,FPR,TPR
Logistic Regression,0.01997264021887825,0.3620689655172414
Logistic Regression,0.01997264021887825,0.36278735632183906
Logistic Regression,0.020063839489284085,0.36278735632183906
Logistic Regression,0.020063839489284085,0.3642241379310345
Logistic Regression,0.020155038759689922,0.3642241379310345
Logistic Regression,0.020155038759689922,0.3670977011494253
Logistic Regression,0.020337437300501596,0.3670977011494253
Logistic Regression,0.020337437300501596,0.3706896551724138
Logistic Regression,0.020428636570907432,0.3706896551724138
Logistic Regression,0.020428636570907432,0.3714080459770115
Logistic Regression,0.020611035111719106,0.3714080459770115
Logistic Regression,0.020611035111719106,0.3735632183908046
Logistic Regression,0.020884632922936616,0.3735632183908046
Logistic Regression,0.020884632922936616,0.3742816091954023
Logistic Regression,0.020975832193342453,0.3742816091954023
Logistic Regression,0.020975832193342453,0.375
Logistic Regression,0.02106703146374829,0.375
Logistic Regression,0.02106703146374829,0.3757183908045977
Logistic Regression,0.021249430004559963,0.3757183908045977
Logistic Regression,0.021249430004559963,0.37787356321839083
Logistic Regression,0.0213406292749658,0.37787356321839083
Logistic Regression,0.0213406292749658,0.3785919540229885
Logistic Regression,0.021523027815777473,0.3785919540229885
Logistic Regression,0.021523027815777473,0.3793103448275862
Logistic Regression,0.02161422708618331,0.3793103448275862
Logistic Regression,0.02161422708618331,0.3864942528735632
Logistic Regression,0.021796625626994984,0.3864942528735632
Logistic Regression,0.021796625626994984,0.38936781609195403
Logistic Regression,0.022343821249430004,0.38936781609195403
Logistic Regression,0.022343821249430004,0.39080459770114945
Logistic Regression,0.022526219790241678,0.39080459770114945
Logistic Regression,0.022526219790241678,0.39295977011494254
Logistic Regression,0.022617419060647515,0.39295977011494254
Logistic Regression,0.022617419060647515,0.39439655172413796
Logistic Regression,0.022799817601459188,0.39439655172413796
Logistic Regression,0.022799817601459188,0.39727011494252873
Logistic Regression,0.022891016871865025,0.39727011494252873
Logistic Regression,0.022891016871865025,0.39870689655172414
Logistic Regression,0.02298221614227086,0.39870689655172414
Logistic Regression,0.02298221614227086,0.3994252873563218
Logistic Regression,0.023164614683082535,0.3994252873563218
Logistic Regression,0.023164614683082535,0.40014367816091956
Logistic Regression,0.023255813953488372,0.40014367816091956
Logistic Regression,0.023255813953488372,0.40229885057471265
Logistic Regression,0.02334701322389421,0.40229885057471265
Logistic Regression,0.02334701322389421,0.40589080459770116
Logistic Regression,0.023438212494300045,0.40589080459770116
Logistic Regression,0.023438212494300045,0.4073275862068966
Logistic Regression,0.024076607387140903,0.4073275862068966
Logistic Regression,0.024076607387140903,0.40876436781609193
Logistic Regression,0.02416780665754674,0.40876436781609193
Logistic Regression,0.02416780665754674,0.41020114942528735
Logistic Regression,0.024350205198358413,0.41020114942528735
Logistic Regression,0.024350205198358413,0.4109195402298851
Logistic Regression,0.024532603739170086,0.4109195402298851
Logistic Regression,0.024532603739170086,0.41235632183908044
Logistic Regression,0.024806201550387597,0.41235632183908044
Logistic Regression,0.024806201550387597,0.4130747126436782
Logistic Regression,0.02498860009119927,0.4130747126436782
Logistic Regression,0.02498860009119927,0.41379310344827586
Logistic Regression,0.025079799361605107,0.41379310344827586
Logistic Regression,0.025079799361605107,0.41451149425287354
Logistic Regression,0.025170998632010944,0.41451149425287354
Logistic Regression,0.025170998632010944,0.41522988505747127
Logistic Regression,0.02526219790241678,0.41522988505747127
Logistic Regression,0.02526219790241678,0.41954022988505746
Logistic Regression,0.025626994984040127,0.41954022988505746
Logistic Regression,0.025626994984040127,0.4202586206896552
Logistic Regression,0.025718194254445964,0.4202586206896552
Logistic Regression,0.025718194254445964,0.4209770114942529
Logistic Regression,0.025900592795257638,0.4209770114942529
Logistic Regression,0.025900592795257638,0.4238505747126437
Logistic Regression,0.02608299133606931,0.4238505747126437
Logistic Regression,0.02608299133606931,0.4245689655172414
Logistic Regression,0.026174190606475148,0.4245689655172414
Logistic Regression,0.026174190606475148,0.4260057471264368
Logistic Regression,0.026447788417692658,0.4260057471264368
Logistic Regression,0.026447788417692658,0.4295977011494253
Logistic Regression,0.02663018695850433,0.4295977011494253
Logistic Regression,0.02663018695850433,0.43103448275862066
Logistic Regression,0.02699498404012768,0.43103448275862066
Logistic Regression,0.02699498404012768,0.4317528735632184
Logistic Regression,0.027086183310533515,0.4317528735632184
Logistic Regression,0.027086183310533515,0.4353448275862069
Logistic Regression,0.027177382580939352,0.4353448275862069
Logistic Regression,0.027177382580939352,0.4360632183908046
Logistic Regression,0.02726858185134519,0.4360632183908046
Logistic Regression,0.02726858185134519,0.4367816091954023
Logistic Regression,0.0275421796625627,0.4367816091954023
Logistic Regression,0.0275421796625627,0.4382183908045977
Logistic Regression,0.027906976744186046,0.4382183908045977
Logistic Regression,0.027906976744186046,0.4389367816091954
Logistic Regression,0.028180574555403556,0.4389367816091954
Logistic Regression,0.028180574555403556,0.44037356321839083
Logistic Regression,0.028271773825809393,0.44037356321839083
Logistic Regression,0.028271773825809393,0.4454022988505747
Logistic Regression,0.02836297309621523,0.4454022988505747
Logistic Regression,0.02836297309621523,0.4511494252873563
Logistic Regression,0.02863657090743274,0.4511494252873563
Logistic Regression,0.02863657090743274,0.4525862068965517
Logistic Regression,0.028727770177838577,0.4525862068965517
Logistic Regression,0.028727770177838577,0.45330459770114945
Logistic Regression,0.028818969448244414,0.45330459770114945
Logistic Regression,0.028818969448244414,0.4547413793103448
Logistic Regression,0.029001367989056087,0.4547413793103448
Logistic Regression,0.029001367989056087,0.4561781609195402
Logistic Regression,0.029366165070679434,0.4561781609195402
Logistic Regression,0.029366165070679434,0.4583333333333333
Logistic Regression,0.029639762881896944,0.4583333333333333
Logistic Regression,0.029639762881896944,0.45905172413793105
Logistic Regression,0.02973096215230278,0.45905172413793105
Logistic Regression,0.02973096215230278,0.46120689655172414
Logistic Regression,0.029913360693114455,0.46120689655172414
Logistic Regression,0.029913360693114455,0.4619252873563218
Logistic Regression,0.03000455996352029,0.4619252873563218
Logistic Regression,0.03000455996352029,0.46264367816091956
Logistic Regression,0.030095759233926128,0.46264367816091956
Logistic Regression,0.030095759233926128,0.46695402298850575
Logistic Regression,0.0302781577747378,0.46695402298850575
Logistic Regression,0.0302781577747378,0.4676724137931034
Logistic Regression,0.03036935704514364,0.4676724137931034
Logistic Regression,0.03036935704514364,0.46839080459770116
Logistic Regression,0.030460556315549475,0.46839080459770116
Logistic Regression,0.030460556315549475,0.46910919540229884
Logistic Regression,0.030734154126766985,0.46910919540229884
Logistic Regression,0.030734154126766985,0.47270114942528735
Logistic Regression,0.03091655266757866,0.47270114942528735
Logistic Regression,0.03091655266757866,0.4734195402298851
Logistic Regression,0.031007751937984496,0.4734195402298851
Logistic Regression,0.031007751937984496,0.47485632183908044
Logistic Regression,0.03146374829001368,0.47485632183908044
Logistic Regression,0.03146374829001368,0.4755747126436782
Logistic Regression,0.031554947560419516,0.4755747126436782
Logistic Regression,0.031554947560419516,0.47772988505747127
Logistic Regression,0.032193342453260373,0.47772988505747127
Logistic Regression,0.032193342453260373,0.4791666666666667
Logistic Regression,0.03255813953488372,0.4791666666666667
Logistic Regression,0.03255813953488372,0.47988505747126436
Logistic Regression,0.03264933880528956,0.47988505747126436
Logistic Regression,0.03264933880528956,0.48060344827586204
Logistic Regression,0.032740538075695394,0.48060344827586204
Logistic Regression,0.032740538075695394,0.4813218390804598
Logistic Regression,0.03283173734610123,0.4813218390804598
Logistic Regression,0.03283173734610123,0.4834770114942529
Logistic Regression,0.03292293661650707,0.4834770114942529
Logistic Regression,0.03292293661650707,0.48419540229885055
Logistic Regression,0.033014135886912904,0.48419540229885055
Logistic Regression,0.033014135886912904,0.4849137931034483
Logistic Regression,0.03319653442772458,0.4849137931034483
Logistic Regression,0.03319653442772458,0.4863505747126437
Logistic Regression,0.03337893296853625,0.4863505747126437
Logistic Regression,0.03337893296853625,0.4899425287356322
Logistic Regression,0.033834929320565435,0.4899425287356322
Logistic Regression,0.033834929320565435,0.49353448275862066
Logistic Regression,0.03419972640218878,0.49353448275862066
Logistic Regression,0.03419972640218878,0.4964080459770115
Logistic Regression,0.03429092567259462,0.4964080459770115
Logistic Regression,0.03429092567259462,0.49712643678160917
Logistic Regression,0.03483812129502964,0.49712643678160917
Logistic Regression,0.03483812129502964,0.4978448275862069
Logistic Regression,0.034929320565435476,0.4978448275862069
Logistic Regression,0.034929320565435476,0.4985632183908046
Logistic Regression,0.03502051983584131,0.4985632183908046
Logistic Regression,0.03502051983584131,0.5
Logistic Regression,0.03511171910624715,0.5
Logistic Regression,0.03511171910624715,0.5007183908045977
Logistic Regression,0.035202918376652986,0.5007183908045977
Logistic Regression,0.035202918376652986,0.5014367816091954
Logistic Regression,0.0354765161878705,0.5014367816091954
Logistic Regression,0.0354765161878705,0.5021551724137931
Logistic Regression,0.03556771545827633,0.5021551724137931
Logistic Regression,0.03556771545827633,0.5028735632183908
Logistic Regression,0.03565891472868217,0.5028735632183908
Logistic Regression,0.03565891472868217,0.5043103448275862
Logistic Regression,0.03575011399908801,0.5043103448275862
Logistic Regression,0.03575011399908801,0.5050287356321839
Logistic Regression,0.03593251253989968,0.5050287356321839
Logistic Regression,0.03593251253989968,0.5057471264367817
Logistic Regression,0.03602371181030552,0.5057471264367817
Logistic Regression,0.03602371181030552,0.5086206896551724
Logistic Regression,0.03629730962152303,0.5086206896551724
Logistic Regression,0.03629730962152303,0.5093390804597702
Logistic Regression,0.036388508891928864,0.5093390804597702
Logistic Regression,0.036388508891928864,0.5100574712643678
Logistic Regression,0.0364797081623347,0.5100574712643678
Logistic Regression,0.0364797081623347,0.5114942528735632
Logistic Regression,0.03675330597355221,0.5114942528735632
Logistic Regression,0.03675330597355221,0.5129310344827587
Logistic Regression,0.036935704514363885,0.5129310344827587
Logistic Regression,0.036935704514363885,0.5136494252873564
Logistic Regression,0.03702690378476972,0.5136494252873564
Logistic Regression,0.03702690378476972,0.514367816091954
Logistic Regression,0.037209302325581395,0.514367816091954
Logistic Regression,0.037209302325581395,0.5165229885057471
Logistic Regression,0.03730050159598723,0.5165229885057471
Logistic Regression,0.03730050159598723,0.5172413793103449
Logistic Regression,0.03739170086639307,0.5172413793103449
Logistic Regression,0.03739170086639307,0.5179597701149425
Logistic Regression,0.03766529867761058,0.5179597701149425
Logistic Regression,0.03766529867761058,0.5186781609195402
Logistic Regression,0.037756497948016415,0.5186781609195402
Logistic Regression,0.037756497948016415,0.5193965517241379
Logistic Regression,0.03784769721842225,0.5193965517241379
Logistic Regression,0.03784769721842225,0.5201149425287356
Logistic Regression,0.038030095759233926,0.5201149425287356
Logistic Regression,0.038030095759233926,0.5229885057471264
Logistic Regression,0.03839489284085727,0.5229885057471264
Logistic Regression,0.03839489284085727,0.5237068965517241
Logistic Regression,0.03848609211126311,0.5237068965517241
Logistic Regression,0.03848609211126311,0.5244252873563219
Logistic Regression,0.038577291381668946,0.5244252873563219
Logistic Regression,0.038577291381668946,0.5251436781609196
Logistic Regression,0.03875968992248062,0.5251436781609196
Logistic Regression,0.03875968992248062,0.5265804597701149
Logistic Regression,0.038850889192886456,0.5265804597701149
Logistic Regression,0.038850889192886456,0.5287356321839081
Logistic Regression,0.03903328773369813,0.5287356321839081
Logistic Regression,0.03903328773369813,0.5301724137931034
Logistic Regression,0.03912448700410397,0.5301724137931034
Logistic Regression,0.03912448700410397,0.5316091954022989
